Идентификатор,Комнатность,Новостройка,Метро/Район,Время до метро,Улица,Дом,Этаж,Площадь общая,Площадь жилая,Площадь кухни,Цена в руб.,Цена в долл.,Цена в евро,Источник получения,Дата объявления,Контакты,На сайте,Описание
24043467,2,Нет,Смоленская,,"Плющиха ул., д.27",,1/8,50.6,32.5,9,13 500 000,383 740,283 370,Н&Ц,31.01.2014 4:35:10,"Тел.: 8-495-775-3001, 8-495-983-0260, http://www.greatr.ru",,"#9860 Квартира 2-комн., общ.пл.-50.6, жил.пл.-32.5, кухня-9, метро или район:Смоленская, адрес:Москва, Плющиха ул., д.27, , этаж/этажность -1/8, Большой холл. Окна во двор. Высокий 1 этаж. Подъезд после ремонта. В подъезде видеонаблюдение., Цена:13.5 млн. руб.Перекрытия ЖБ."
24039867,2/2,Нет,Трубная,2п,Колобовский 1-й пер,15/6,8/9,46.40,24.90,8.00,13 500 000,394 045,290 980,ИНКОМ-Недвижимость,29.01.2014 12:20:42,"Тел.: +7(495)363-48-18, mailto:mk_sh@incom.ru",http://www.incom.ru/sale-realty/flats/lot/?L=вт-0252908&ir=bazaincom,"Квартира 2-комн., общ.пл.-46.40, жил.пл.-24.90, кухня-8.00, метро или район:Трубная, 2 мин. п, адрес:Москва, Колобовский 1-й пер, 15/6/1, этаж/этажность -8/9, балкон:Л, телефон-ЕСТЬ, санузел-разд., Лот: вт-0252908, Светлая, уютная квартира, чистый подъезд, легкая альтернатива, Цена:13.5 млн. руб.|394.045 тыс.$|290.98 тыс. евро"
23949654,2/2,Нет,Красные Ворота,7п,Садовая-Черногрязская,13/3,2/7,69.00,48.00,11.00,13 500 000,394 045,290 980,ИНКОМ-Недвижимость,10.01.2014 12:20:48,"Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru",http://www.incom.ru/sale-realty/flats/lot/?L=вт-0236843&ir=bazaincom,"Квартира 2-комн., общ.пл.-69.00, жил.пл.-48.00, кухня-11.00, метро или район:Красные Ворота, 7 мин. п, адрес:Москва, Садовая-Черногрязская, 13/3/1, этаж/этажность -2/7, телефон-ЕСТЬ, санузел-разд., Лот: вт-0236843, уютная квартира на садовом кольце, красивый дом, можно от м.Курская 10п, более 3-х лет в собственности, легкая альтернатива, Цена:13.5 млн. руб.|394.045 тыс.$|290.98 тыс. евро"
23988889,2/2,Нет,Смоленская,10п,Смоленский б-р,15,5/6,52.00,31.30,8.00,13 600 000,396 964,293 135,ИНКОМ-Недвижимость,21.01.2014 12:20:34,"Тел.: +7(495)363-04-44, mailto:sale_pk@incom.ru",http://www.incom.ru/sale-realty/flats/lot/?L=вт-0215213&ir=bazaincom,"Квартира 2-комн., общ.пл.-52.00, жил.пл.-31.30, кухня-8.00, метро или район:Смоленская, 10 мин. п, адрес:Москва, Смоленский б-р, 15, этаж/этажность -5/6, санузел-разд., Лот: вт-0215213, квартира в хорошем состоянии, окна во двор, без балкона, в собственности более 3-х лет, легкая альтернатива, Цена:13.6 млн. руб.|396.964 тыс.$|293.135 тыс. евро"
23606153,1/1,Нет,смоленская - синяя,5п,Плющиха,42,2/9,40.30,15.50,12.00,13 800 000,402 802,297 446,ИНКОМ-Недвижимость,01.11.2013 13:35:39,"Тел.: +7(495)363-04-24, mailto:mk_zp@incom.ru",http://www.incom.ru/sale-realty/flats/lot/?L=вт-0233934&ir=bazaincom,"Квартира 1-комн., общ.пл.-40.30, жил.пл.-15.50, кухня-12.00, метро или район:смоленская - синяя, 5 мин. п, адрес:Москва, Плющиха, 42, этаж/этажность -2/9, телефон-ЕСТЬ, санузел-разд., Лот: вт-0233934, центр Москвы, престижный район, рядом набережная Москвы-реки, дом Совета Министров, построен в 1972 году по индивид. проекту, кухня- столовая 12 м, коридор 7 м, 3 встроенных шкафа. 1 собственник, док-ты более 3-х лет, Цена:13.8 млн. руб.|402.802 тыс.$|297.446 тыс. евро"
24039895,1/1,Нет,Маяковская,10п,Садовая-Триумфальная,18-20,11/17,40.80,23.60,8.00,13 900 000,405 720,299 601,ИНКОМ-Недвижимость,29.01.2014 12:20:42,"Тел.: +7(495)363-99-63, mailto:mk_mr@incom.ru",http://www.incom.ru/sale-realty/flats/lot/?L=вт-0252547&ir=bazaincom,"Квартира 1-комн., общ.пл.-40.80, жил.пл.-23.60, кухня-8.00, метро или район:Маяковская, 10 мин. п, адрес:Москва, Садовая-Триумфальная, 18-20, этаж/этажность -11/17, балкон:Л, телефон-ЕСТЬ, санузел-совм., Лот: вт-0252547, Прекрасная, уютная, видовая квартира с хорошим ремонтом в историческом центре Москвы, недалеко от Патриарших прудов, свободная продажа, Цена:13.9 млн. руб.|405.72 тыс.$|299.601 тыс. евро"
23455512,2/2,Нет,Сухаревская,5п,Грохольский пер,1/15,3/7,45,28,8,13 900 000,395 110,291 766,Азбука Жилья,19.10.2013 5:05:10,"Тел.: +7 (495) 795-0569, http://http://www.azbuka-vtorich.ru/75699, mailto:vtorich@azbuka.ru",,"Квартира 2-комн., общ.пл.-45, жил.пл.-28, кухня-8, метро или район:Сухаревская, 5 мин. п, адрес:Москва, Грохольский пер, 1/15, этаж/этажность -3/7, санузел-разд., Квартира в историческом доме, перекрытия бетонные, обеспеченные соседи, отличный ремонт в подъезде, потолки 3 м, комнаты 9/17. Тихий центр, рядом метро Сухаревская, Проспект Мира. Требует косметического ремонта. Менеджер по продажам: 8-926-123-76-10, Цена:13.9 млн. руб."
24050034,3/3,Нет,Новокузнецкая,5п,Татарский Б. пер,4,6/9,57.00,38.00,6.00,13 960 000,407 472,300 894,ИНКОМ-Недвижимость,31.01.2014 12:35:36,"Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru",http://www.incom.ru/sale-realty/flats/lot/?L=вт-0242641&ir=bazaincom,"Квартира 3-комн., общ.пл.-57.00, жил.пл.-38.00, кухня-6.00, метро или район:Новокузнецкая, 5 мин. п, адрес:Москва, Татарский Б. пер, 4, этаж/этажность -6/9, балкон:Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0242641, Комнаты изол., есть темная комната, стеклопакеты, заст.балкон. Дом после кап.ремонта. Огороженная, охраняемая территория, парковка во дворе с выделенным машино местом. Рядом ""Михайловскийй парк"", тихий центр, Цена:13.96 млн. руб.|407.472 тыс.$|300.894 тыс. евро"
21741529,2/2,Нет,Чистые пруды,3п,Луков пер,11,2/4,46.00,30.00,8.00,14 000 000,408 639,301 757,ИНКОМ-Недвижимость,20.04.2013 12:35:58,"Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru",http://www.incom.ru/sale-realty/flats/lot/?L=вт-0233171&ir=bazaincom,"Квартира 2-комн., общ.пл.-46.00, жил.пл.-30.00, кухня-8.00, метро или район:Чистые пруды, 3 мин. п, адрес:Москва, Луков пер, 11, этаж/этажность -2/4, телефон-ЕСТЬ, санузел-разд., Лот: вт-0233171, квартира требует ремонта, распашонка, во дворе д/площадка, тихий закрытый двор со шлагбаумом, район Чистых прудов, 3 мин.пешком от м.Тургеневская, Чистые пруды, Сретенский б-р, 1 собственник, альтернатива, Цена:14 млн. руб.|408.639 тыс.$|301.757 тыс. евро"
21741530,3/3,Нет,Чистые пруды,3п,Луков пер,11,2/4,46.00,30.00,8.00,14 000 000,408 639,301 757,ИНКОМ-Недвижимость,20.04.2013 12:35:58,"Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru",http://www.incom.ru/sale-realty/flats/lot/?L=вт-0233116&ir=bazaincom,"Квартира 3-комн., общ.пл.-46.00, жил.пл.-30.00, кухня-8.00, метро или район:Чистые пруды, 3 мин. п, адрес:Москва, Луков пер, 11, этаж/этажность -2/4, телефон-ЕСТЬ, санузел-разд., Лот: вт-0233116, квартира требует ремонта, распашонка, во дворе д/площадка, тихий закрытый двор со шлагбаумом, район Чистых прудов, 3 мин.пешком от м.Тургеневская, Чистые пруды, Сретенский б-р, 1 собственник, альтернатива, Цена:14 млн. руб.|408.639 тыс.$|301.757 тыс. евро"
